yt_id,start_seconds,end_seconds,r_label
LMpxEF4Ag7M,180.0,190.0,"Fire engine, fire truck (siren),Police car (siren),Vehicle"
LOfmWBaODqs,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Truck,Vehicle"
LQdBczSrxh4,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
LSEQoczdXGw,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
LTxVvyO2qGA,14.0,24.0,"Motor vehicle (road),Fire engine, fire truck (siren),Idling,Truck,Vehicle"
LYUsROGVU2Y,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
LYdSMKWxV7Q,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle,Heavy engine (low frequency)"
LZH06yrFWgc,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Vehicle,Car,Heavy engine (low frequency)"
LatZXUCCi-4,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
Lc38wvAaDwY,500.0,510.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
LcKp0TSlr1M,13.0,23.0,"Fire engine, fire truck (siren),Truck,Vehicle"
LduNfgLNG2I,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
LfPt7yKeYYQ,0.0,10.0,"Fire engine, fire truck (siren),Engine,Idling,Vehicle"
LfuzXpFmnDs,20.0,30.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Traffic noise, roadway noise,Car"
Lg6yI5szlVw,70.0,80.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
LlHoQ4iQU1I,30.0,40.0,"Fire engine, fire truck (siren),Siren"
Ll_q4ROVnpM,430.0,440.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
LmxcKoeEYr4,25.0,35.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
LnVswK1hHFA,200.0,210.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
LoX9hcUYux8,90.0,100.0,"Fire engine, fire truck (siren),Speech"
LpVgfQFPSBQ,4.0,14.0,"Fire engine, fire truck (siren),Accelerating, revving, vroom,Truck,Vehicle"
LqHpCV8tfmE,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
LsAVQwVCKqI,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
LwM4nfa03g4,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle"
LxzLR6oDQf8,23.0,33.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
LyK4pgToY1w,30.0,40.0,"Fire engine, fire truck (siren),Siren,Truck,Vehicle"
LyMLSUjiqpg,60.0,70.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
LzfLw0pVyTc,240.0,250.0,"Motor vehicle (road),Ambulance (siren),Fire engine, fire truck (siren),Truck,Vehicle,Speech"
Lzhz3Sb2pUc,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
M0P62RD3MU4,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Speech"
M31njIgCPzs,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
M3jLvf7KTWU,21.0,31.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
M5uXEctVuEY,30.0,40.0,"Fire engine, fire truck (siren),Siren,Police car (siren),Speech"
M6Ex6lYlKfA,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
M6KtIdSQqpg,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle,Speech"
M89o1Gxr-dY,3.0,13.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
MAro6e7hIis,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
MB7wIzlwsfo,240.0,250.0,"Fire engine, fire truck (siren),Vehicle"
MC2-xEPwAk0,30.0,40.0,"Fire engine, fire truck (siren),Music,Speech"
MCXwxm3CA2c,6.0,16.0,"Fire engine, fire truck (siren)"
MFC1VF1d_zE,19.0,29.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
MFl0cvtCYO8,80.0,90.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
MHborrzHy_Y,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Speech"
MIo2-YMMvvo,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
MJVQ_Q1yMBY,25.0,35.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Truck,Vehicle,Medium engine (mid frequency)"
MLZL1IF23Uk,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
MN_59HP9-vM,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle"
MNgEO78i24E,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
MOGlBVx_uNU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
MOjAD1nyzDE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Vehicle,Heavy engine (low frequency)"
MPOt0fB1dyw,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
MQzOOO7JuwU,410.0,420.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
MT8ZCgkion8,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
MW4ZtBeYd1w,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle"
MWn0gYXEquQ,430.0,440.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
MX1TVlRLJg0,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
M_MBn6r8V1s,6.0,16.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Car"
M_R2x-relrA,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
MgkzxYWUVsQ,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Medium engine (mid frequency)"
MiSKJdFb0B8,30.0,40.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Traffic noise, roadway noise"
MqxQsU1Iut8,190.0,200.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle"
MrCVfp2PhSw,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
MrZKIirLav0,7.0,17.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Vehicle"
MuXlximELks,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Mv-pJiDI8uM,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Speech,Car"
MwAmy5D8Gtw,9.0,19.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
MxJPva0NHE8,290.0,300.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
MyvTi12ofa0,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Heavy engine (low frequency)"
N-ZiNZ7Yw8U,0.0,7.0,"Fire engine, fire truck (siren),Vehicle,Speech"
N-xuhcjGfXo,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
N092GhJzcFQ,70.0,80.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
N3iiZBcIhtU,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
N3pCKRFzy1Q,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
N43OnFbMIrA,40.0,50.0,"Fire engine, fire truck (siren)"
N60tXydV7Gw,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
N8D7g-u1YQ4,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
N8ODwPWak3Y,19.0,29.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
NBaXurKcR0g,8.0,18.0,"Fire engine, fire truck (siren),Engine,Accelerating, revving, vroom,Truck,Vehicle,Heavy engine (low frequency)"
NCkoJJxsELI,30.0,40.0,"Fire engine, fire truck (siren),Police car (siren)"
NGDLhItNnEg,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
NHT3pRUuLSI,30.0,40.0,"Fire engine, fire truck (siren),Speech"
NJ4Vs9XVid4,140.0,150.0,"Fire engine, fire truck (siren),Emergency vehicle,Spray,Truck,Vehicle"
NJHxX-r5oHE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren),Civil defense siren"
NK1CN9LjJZY,28.0,38.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Medium engine (mid frequency)"
NKxlTzNnPzo,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
NLyD1nvjXHI,28.0,38.0,"Fire engine, fire truck (siren),Engine,Vehicle,Car,Heavy engine (low frequency)"
NMglXSrVE4U,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
NN97mPkUWTU,0.0,10.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
NNjnnHQmE-k,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
NQ1ylvszRY8,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
NQEwlWLLc64,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
NRCldvqFa7k,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
NRKcpQez8Cw,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
NRloWT5EkRg,30.0,40.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
NSO3huqx3KE,16.0,26.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
NWBWi47sA2o,0.0,6.0,"Fire engine, fire truck (siren),Siren,Truck,Vehicle,Outside, rural or natural"
NaOrIP2VXj8,20.0,30.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
NcjxxJSZ9iM,6.0,16.0,"Fire engine, fire truck (siren),Vehicle,Speech"
Ndd94VW2mp4,80.0,90.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
NeHKzC0rVVo,30.0,40.0,"Fire engine, fire truck (siren)"
NeyWRXNqb7k,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Nf7s8OPj6s4,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
Ng2uyB2Dr1w,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
NggdneabeIQ,30.0,40.0,"Fire engine, fire truck (siren),Engine,Accelerating, revving, vroom,Truck,Vehicle"
Nh4mZmFLLto,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Vehicle horn, car horn, honking"
Nk-4H7_9ZTM,0.0,10.0,"Fire engine, fire truck (siren),Vehicle,Car,Outside, urban or manmade"
Nkugm1VeQ_8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
NmzA988L8J4,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
NnWalieOmrI,27.0,37.0,"Fire engine, fire truck (siren),Vehicle,Medium engine (mid frequency)"
NoMhkq1ah2k,20.0,30.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
NqG5krF_Lw4,20.0,30.0,"Fire engine, fire truck (siren)"
Nr5biqQQAVI,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Music,Speech"
NrBM68Y5ECY,19.0,29.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Vehicle"
NrvdHItwnKI,40.0,50.0,"Fire engine, fire truck (siren),Truck,Vehicle"
NsvxgKJgZHU,0.0,10.0,"Fire engine, fire truck (siren),Truck,Vehicle"
NtQxJ9Bsz6I,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Nv74BP4VCGA,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle,Speech"
O1emL70eTwI,290.0,300.0,"Fire engine, fire truck (siren),Police car (siren)"
O3tywrO0QxI,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
O5GPMWo1Jpo,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
O6WVw-Bid-8,70.0,80.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
O7jW1jRn9UI,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Speech,Car"
OAGDU4ifxWk,580.0,590.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
OAOXMbvuook,190.0,200.0,"Fire engine, fire truck (siren),Truck,Vehicle"
OB4WkTXGI5U,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
ODY1TOwBdNE,0.0,10.0,"Fire engine, fire truck (siren)"
OECLbMXSOVk,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
OGap8dlQszo,110.0,120.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
OGzIxwK-kJo,0.0,10.0,"Fire engine, fire truck (siren),Vehicle,Speech"
OHI9ly5y2cM,20.0,30.0,"Motor vehicle (road),Fire engine, fire truck (siren),Siren,Truck,Vehicle"
OHQUHYPLGKQ,13.0,23.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Vehicle"
OHziR4QA3ds,80.0,90.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
OKSYgHUo6xM,6.0,16.0,"Fire engine, fire truck (siren)"
OMfyCZqgIjU,7.0,17.0,"Fire engine, fire truck (siren),Emergency vehicle,Crackle,Truck,Vehicle,Car,Heavy engine (low frequency)"
ONQovW8z5Rs,70.0,80.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ONovrZlSQ7c,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
OOR9UwTNh5k,30.0,40.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Truck,Heavy engine (low frequency)"
OOhiYRGQBEM,170.0,180.0,"Fire engine, fire truck (siren),Music,Truck,Vehicle,Speech"
OP4mg83ynII,240.0,250.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
OSsKJnhoZ7Y,8.0,18.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
OUI0Z52MImY,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
OUwNypE3elM,8.0,18.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
OVgXk9rmusE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
OWdy4oH5lhc,350.0,360.0,"Ambulance (siren),Fire engine, fire truck (siren)"
OXt7MzDhs0U,80.0,90.0,"Fire engine, fire truck (siren),Speech,Inside, small room"
OYHWZhl6oVA,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Vehicle,Car,Medium engine (mid frequency)"
OYgeggtM8kM,110.0,120.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
OYzHPE-jkNg,13.0,23.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Car,Medium engine (mid frequency),Heavy engine (low frequency)"
OdAvEK2Rul8,12.0,22.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Vehicle"
Od_q6SLZVvQ,90.0,100.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
Oe6erT9TAGA,70.0,80.0,"Ambulance (siren),Fire engine, fire truck (siren),Car alarm,Emergency vehicle,Siren"
OeQVOdhGCps,12.0,22.0,"Fire engine, fire truck (siren),Truck,Vehicle"
OgU3qAYSdrA,10.0,20.0,"Fire engine, fire truck (siren),Vehicle"
OgYCs79Q07k,0.0,9.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
OgmLVTWLuds,140.0,150.0,"Fire engine, fire truck (siren),Music"
OjdjyiStWdU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Air horn, truck horn,Truck,Vehicle"
OnwoohZQFGw,290.0,300.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
OoGGx3JBpNs,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
OpeWQLWgswI,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
Oql5lhvAfCw,5.0,15.0,"Fire engine, fire truck (siren)"
OrAbaMRwEXU,23.0,33.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
OsHOv2EIb5g,21.0,31.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
Ou48QSrLtjM,0.0,10.0,"Fire engine, fire truck (siren),Vehicle"
OwI84jqli2w,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
Ox8ls05UaXc,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
OxtaMw5XKi0,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
OxwsRQpTdnk,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Car,Outside, urban or manmade"
OyHrvUJypnA,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
OzGD7ylhf_s,10.0,20.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
P-GzUv3zcKY,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
P-ocZt1l7lA,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
P6WEcuaTWQ4,310.0,320.0,"Fire engine, fire truck (siren),Emergency vehicle"
P6oVhmt4BIQ,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Air brake"
P72xMLia8Nk,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
P7S0QtZCrUk,5.0,15.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
P8MqMbT0yoQ,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
P902CPcI2r0,20.0,30.0,"Fire engine, fire truck (siren),Vehicle,Speech"
PCDCLdplxZg,5.0,15.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Vehicle"
PCJhQJCQZeo,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
PD1QsX83uxw,40.0,50.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
PE3rmy8dRCw,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
PEnrVyM4Wuk,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Outside, urban or manmade"
PH-Q6uE-Uaw,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Siren,Truck,Vehicle"
PHCP70pMxLI,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Wind,Truck,Vehicle"
PMWuusWlDos,30.0,40.0,"Fire engine, fire truck (siren)"
PMtI0VTmHwI,450.0,460.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
PNpP5i3Rl78,180.0,190.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
PQGbWCVHyaM,0.0,9.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Speech"
PTfkYnRM1No,6.0,16.0,"Fire engine, fire truck (siren),Car alarm,Emergency vehicle,Siren"
PVp8gPBB6SE,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
PYS01XVW--o,8.0,18.0,"Fire engine, fire truck (siren),Emergency vehicle,Music,Truck,Vehicle"
PYe9EMPXUjo,29.0,39.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Vehicle,Car,Medium engine (mid frequency)"
PYrdiwmOP8M,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Car"
PZ-qUWM5OLY,70.0,80.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
PZWq6uEGU9U,22.0,32.0,"Fire engine, fire truck (siren),Engine,Accelerating, revving, vroom,Truck,Vehicle"
P_1rXxDoeQE,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
PahHTpivfzs,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
PaunC3eiKks,13.0,23.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
PbFMN2_VN2I,250.0,260.0,"Fire engine, fire truck (siren),Vehicle"
PbbGwuC31nE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
Pc8V4xzKzjk,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
PcrNz6fLvuw,200.0,210.0,"Motor vehicle (road),Fire engine, fire truck (siren),Vehicle"
Pf7FLlaqrZ4,70.0,80.0,"Fire engine, fire truck (siren),Music,Vehicle,Speech"
PfFx-zAVSdc,40.0,50.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
PffCd1vCPzg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
PfkuX5IK2Aw,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
Pg2jBC0zlvU,30.0,40.0,"Fire engine, fire truck (siren),Siren,Civil defense siren"
PhTqpkMWHI0,22.0,32.0,"Fire engine, fire truck (siren)"
PjqnrNeCgR4,190.0,200.0,"Fire engine, fire truck (siren),Emergency vehicle,Music,Speech"
PnkBkCm7tE4,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Po8Fe8-8ojw,70.0,80.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Psh4UhEtax0,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
Pt9sLmcgLn4,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
PvBLR4dZ6GA,25.0,35.0,"Fire engine, fire truck (siren),Truck,Vehicle"
PwarS3lb69c,13.0,23.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Truck,Vehicle,Car,Heavy engine (low frequency)"
PwokAUqDBpU,19.0,29.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
Pzj4fZghAAo,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Speech"
Q02QtH_Yr3g,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
Q09u-9bbqkE,30.0,40.0,"Fire engine, fire truck (siren),Siren,Truck,Vehicle"
Q0EHf9b4V90,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Q0NuYUO0BKE,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
Q0lQ8xQAqwU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Q1IdWkzC4G0,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Heavy engine (low frequency)"
Q1waL6P1vYI,4.0,14.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
Q3S-B2WIl4c,230.0,240.0,"Motor vehicle (road),Fire engine, fire truck (siren),Toot,Truck,Vehicle"
Q4i1ZIMr6Ew,17.0,27.0,"Fire engine, fire truck (siren),Vehicle"
Q4nWDxomvxA,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
Q4x8OJCgkj0,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
Q53vKgSNwes,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
Q6SHuTMRhUM,90.0,100.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
Q6o1WUFTp9o,15.0,25.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Air brake,Car"
Q8BOO7CQ3Ag,60.0,70.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Q8W-0kd4hi8,6.0,16.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Q92OjzsKkoE,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
QAD102HcuA0,130.0,140.0,"Motor vehicle (road),Fire engine, fire truck (siren),Siren,Motorcycle,Vehicle,Speech"
QAz9mwRHoHc,0.0,7.0,"Fire engine, fire truck (siren),Emergency vehicle,Music,Vehicle"
QB49sKJ5g9w,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
QFyRk5s7p58,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
QGqDqyjvNhM,50.0,60.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
QHG5GAHyPpk,22.0,32.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
QMXciWZ6mtI,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Car"
QMmhpFylTyc,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
QNo9YhC7bIw,30.0,40.0,"Fire engine, fire truck (siren),Speech"
QNsOh27hB7w,10.0,20.0,"Fire engine, fire truck (siren),Siren"
QOvnaRfQUV4,90.0,100.0,"Fire engine, fire truck (siren),Speech"
QS03Q1EYdAg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
